2025-04-14 06:41:00,145 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:41:00,487 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: (//a[@class='story-panel__button button'])[3]
2025-04-14 06:41:01,394 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [class='button'] is Clickable
2025-04-14 06:41:01,402 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:41:01,501 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [class='button']
2025-04-14 06:41:04,496 INFO  utils.LoggerHandler - Hovered Over the Element with locator By.cssSelector: .btn--primary
2025-04-14 06:41:04,656 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--primary
2025-04-14 06:41:04,750 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //button[@class='btn--icon btn--myself '] is Clickable
2025-04-14 06:41:06,925 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.xpath: //button[@class='btn--icon btn--myself ']
2025-04-14 06:41:07,076 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--icon.btn--not-sure
2025-04-14 06:41:07,298 INFO  utils.LoggerHandler - Inputed Rajesh in Input Field
2025-04-14 06:41:07,474 INFO  utils.LoggerHandler - Inputed Kumar in Input Field
2025-04-14 06:41:07,761 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Male
2025-04-14 06:41:07,889 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Single
2025-04-14 06:41:07,988 INFO  utils.LoggerHandler - Inputed 09/07/1997 in Input Field
2025-04-14 06:41:08,062 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 06:41:10,242 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:41:10,282 INFO  utils.LoggerHandler - Scrolled to the Element And Clicked 
2025-04-14 06:41:10,548 INFO  utils.LoggerHandler - Inputed 22 Merry Street in Input Field
2025-04-14 06:41:10,662 INFO  utils.LoggerHandler - Inputed COIMBATORE in Input Field
2025-04-14 06:41:10,711 INFO  utils.LoggerHandler - Wait till the Element By.id: state is Clickable
2025-04-14 06:41:10,825 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Visible Text OH
2025-04-14 06:41:10,953 INFO  utils.LoggerHandler - Inputed mjd000@gmail.com in Input Field
2025-04-14 06:41:11,083 INFO  utils.LoggerHandler - Inputed 43210 in Input Field
2025-04-14 06:41:11,181 INFO  utils.LoggerHandler - Inputed 614.466.2000 in Input Field
2025-04-14 06:41:13,384 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:41:13,554 INFO  utils.LoggerHandler - Inputed Fever in Input Field
2025-04-14 06:41:15,758 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:41:15,790 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .web-appt__header is Visible
2025-04-14 06:41:18,015 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 06:41:20,167 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:41:23,345 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:41:23,440 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: (//a[@class='story-panel__button button'])[1]
2025-04-14 06:41:24,181 INFO  utils.LoggerHandler - Inputed Heart in Input Field
2025-04-14 06:41:24,379 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Locations by City...'] is Clickable
2025-04-14 06:41:24,543 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [value='Filter by Locations by City...']
2025-04-14 06:41:24,683 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //li[text()='East Cleveland, OH']
2025-04-14 06:41:25,067 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Institutes & Departments...'] is Clickable
2025-04-14 06:41:25,187 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [value='Filter by Institutes & Departments...']
2025-04-14 06:41:25,915 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //li[text()='Cardiovascular Medicine'] is Clickable
2025-04-14 06:41:26,067 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //li[text()='Cardiovascular Medicine']
2025-04-14 06:41:26,108 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Languages...'] is Clickable
2025-04-14 06:41:26,195 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [value='Filter by Languages...']
2025-04-14 06:41:26,283 INFO  utils.LoggerHandler - Inputed English in Input Field
2025-04-14 06:41:26,340 INFO  utils.LoggerHandler - Enter Action Performed
2025-04-14 06:41:27,534 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //a[@href='/webappointment?PhysicianFirstName=Michael&PhysicianLastName=Maier&PhysicianSuffix=DPM'] is Clickable
2025-04-14 06:41:27,675 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //a[@href='/webappointment?PhysicianFirstName=Michael&PhysicianLastName=Maier&PhysicianSuffix=DPM']
2025-04-14 06:41:27,750 INFO  utils.LoggerHandler - Driver Switched to new Window
