2025-04-14 06:59:40,562 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:59:40,852 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: (//a[@class='story-panel__button button'])[3]
2025-04-14 06:59:41,719 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [class='button'] is Clickable
2025-04-14 06:59:41,726 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:59:41,833 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [class='button']
2025-04-14 06:59:44,718 INFO  utils.LoggerHandler - Hovered Over the Element with locator By.cssSelector: .btn--primary
2025-04-14 06:59:44,820 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--primary
2025-04-14 06:59:44,901 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //button[@class='btn--icon btn--myself '] is Clickable
2025-04-14 06:59:47,063 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.xpath: //button[@class='btn--icon btn--myself ']
2025-04-14 06:59:47,206 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--icon.btn--not-sure
2025-04-14 06:59:47,357 INFO  utils.LoggerHandler - Inputed Rajesh in Input Field
2025-04-14 06:59:47,459 INFO  utils.LoggerHandler - Inputed Kumar in Input Field
2025-04-14 06:59:47,774 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Male
2025-04-14 06:59:48,005 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Single
2025-04-14 06:59:48,109 INFO  utils.LoggerHandler - Inputed 09/07/1997 in Input Field
2025-04-14 06:59:48,178 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 06:59:50,344 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:59:50,390 INFO  utils.LoggerHandler - Scrolled to the Element And Clicked 
2025-04-14 06:59:50,562 INFO  utils.LoggerHandler - Inputed 22 Merry Street in Input Field
2025-04-14 06:59:50,686 INFO  utils.LoggerHandler - Inputed COIMBATORE in Input Field
2025-04-14 06:59:50,746 INFO  utils.LoggerHandler - Wait till the Element By.id: state is Clickable
2025-04-14 06:59:50,851 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Visible Text OH
2025-04-14 06:59:50,955 INFO  utils.LoggerHandler - Inputed mjd000@gmail.com in Input Field
2025-04-14 06:59:51,065 INFO  utils.LoggerHandler - Inputed 43210 in Input Field
2025-04-14 06:59:51,176 INFO  utils.LoggerHandler - Inputed 614.466.2000 in Input Field
2025-04-14 06:59:53,477 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:59:53,590 INFO  utils.LoggerHandler - Inputed Fever in Input Field
2025-04-14 06:59:53,661 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 06:59:55,836 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
