2025-04-14 07:06:28,144 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 07:06:28,480 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: (//a[@class='story-panel__button button'])[3]
2025-04-14 07:06:29,188 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [class='button'] is Clickable
2025-04-14 07:06:29,194 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 07:06:29,318 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [class='button']
2025-04-14 07:06:32,201 INFO  utils.LoggerHandler - Hovered Over the Element with locator By.cssSelector: .btn--primary
2025-04-14 07:06:32,295 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--primary
2025-04-14 07:06:32,370 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //button[@class='btn--icon btn--myself '] is Clickable
2025-04-14 07:06:34,542 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.xpath: //button[@class='btn--icon btn--myself ']
2025-04-14 07:06:34,674 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--icon.btn--not-sure
2025-04-14 07:06:34,809 INFO  utils.LoggerHandler - Inputed Rajesh in Input Field
2025-04-14 07:06:34,966 INFO  utils.LoggerHandler - Inputed Kumar in Input Field
2025-04-14 07:06:35,369 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Male
2025-04-14 07:06:35,481 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Single
2025-04-14 07:06:35,579 INFO  utils.LoggerHandler - Inputed 09/07/1997 in Input Field
2025-04-14 07:06:35,699 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 07:06:37,879 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 07:06:37,921 INFO  utils.LoggerHandler - Scrolled to the Element And Clicked 
2025-04-14 07:06:38,080 INFO  utils.LoggerHandler - Inputed 22 Merry Street in Input Field
2025-04-14 07:06:38,251 INFO  utils.LoggerHandler - Inputed COIMBATORE in Input Field
2025-04-14 07:06:38,296 INFO  utils.LoggerHandler - Wait till the Element By.id: state is Clickable
2025-04-14 07:06:38,409 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Visible Text OH
2025-04-14 07:06:38,553 INFO  utils.LoggerHandler - Inputed mjd000@gmail.com in Input Field
2025-04-14 07:06:38,647 INFO  utils.LoggerHandler - Inputed 43210 in Input Field
2025-04-14 07:06:38,758 INFO  utils.LoggerHandler - Inputed 614.466.2000 in Input Field
2025-04-14 07:06:40,949 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 07:06:41,077 INFO  utils.LoggerHandler - Inputed Fever in Input Field
2025-04-14 07:06:41,277 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 07:06:43,451 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 07:06:43,493 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .web-appt__header is Visible
2025-04-14 07:06:45,772 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 07:06:47,924 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 07:06:51,051 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 07:06:51,156 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: (//a[@class='story-panel__button button'])[1]
2025-04-14 07:06:51,888 INFO  utils.LoggerHandler - Inputed Heart in Input Field
2025-04-14 07:06:52,090 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Locations by City...'] is Clickable
2025-04-14 07:06:52,261 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [value='Filter by Locations by City...']
2025-04-14 07:06:52,450 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //li[text()='East Cleveland, OH']
2025-04-14 07:06:52,759 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Institutes & Departments...'] is Visible
2025-04-14 07:06:52,809 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Institutes & Departments...'] is Clickable
2025-04-14 07:06:54,984 INFO  utils.LoggerHandler - Hovered Over the Element with locator By.cssSelector: [value='Filter by Institutes & Departments...']
2025-04-14 07:06:55,076 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [value='Filter by Institutes & Departments...']
2025-04-14 07:06:55,112 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //li[text()='Cardiovascular Medicine'] is Visible
2025-04-14 07:06:55,147 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //li[text()='Cardiovascular Medicine'] is Clickable
2025-04-14 07:06:57,283 INFO  utils.LoggerHandler - Hovered Over the Element with locator By.xpath: //li[text()='Cardiovascular Medicine']
2025-04-14 07:06:57,351 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //li[text()='Cardiovascular Medicine']
2025-04-14 07:06:57,958 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Languages...'] is Clickable
2025-04-14 07:06:58,062 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [value='Filter by Languages...']
2025-04-14 07:06:58,150 INFO  utils.LoggerHandler - Inputed English in Input Field
2025-04-14 07:06:58,202 INFO  utils.LoggerHandler - Enter Action Performed
2025-04-14 07:06:59,374 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //a[@href='/webappointment?PhysicianFirstName=Michael&PhysicianLastName=Maier&PhysicianSuffix=DPM'] is Clickable
2025-04-14 07:06:59,473 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //a[@href='/webappointment?PhysicianFirstName=Michael&PhysicianLastName=Maier&PhysicianSuffix=DPM']
2025-04-14 07:06:59,550 INFO  utils.LoggerHandler - Driver Switched to new Window
