2025-04-14 06:50:06,088 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:50:06,270 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: (//a[@class='story-panel__button button'])[3]
2025-04-14 06:50:06,967 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [class='button'] is Clickable
2025-04-14 06:50:06,975 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:50:07,059 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [class='button']
2025-04-14 06:50:10,058 INFO  utils.LoggerHandler - Hovered Over the Element with locator By.cssSelector: .btn--primary
2025-04-14 06:50:10,154 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--primary
2025-04-14 06:50:10,227 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //button[@class='btn--icon btn--myself '] is Clickable
2025-04-14 06:50:12,386 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.xpath: //button[@class='btn--icon btn--myself ']
2025-04-14 06:50:12,517 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: .btn--icon.btn--not-sure
2025-04-14 06:50:12,748 INFO  utils.LoggerHandler - Inputed Rajesh in Input Field
2025-04-14 06:50:12,880 INFO  utils.LoggerHandler - Inputed Kumar in Input Field
2025-04-14 06:50:13,273 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Male
2025-04-14 06:50:13,388 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Value: Single
2025-04-14 06:50:13,491 INFO  utils.LoggerHandler - Inputed 09/07/1997 in Input Field
2025-04-14 06:50:13,556 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 06:50:15,718 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:50:15,760 INFO  utils.LoggerHandler - Scrolled to the Element And Clicked 
2025-04-14 06:50:15,945 INFO  utils.LoggerHandler - Inputed 22 Merry Street in Input Field
2025-04-14 06:50:16,076 INFO  utils.LoggerHandler - Inputed COIMBATORE in Input Field
2025-04-14 06:50:16,158 INFO  utils.LoggerHandler - Wait till the Element By.id: state is Clickable
2025-04-14 06:50:16,316 INFO  utils.LoggerHandler - Selected The Option from The DropDown with Visible Text OH
2025-04-14 06:50:16,450 INFO  utils.LoggerHandler - Inputed mjd000@gmail.com in Input Field
2025-04-14 06:50:16,587 INFO  utils.LoggerHandler - Inputed 43210 in Input Field
2025-04-14 06:50:16,683 INFO  utils.LoggerHandler - Inputed 614.466.2000 in Input Field
2025-04-14 06:50:18,867 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:50:18,982 INFO  utils.LoggerHandler - Inputed Fever in Input Field
2025-04-14 06:50:19,080 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 06:50:21,284 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:50:21,323 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .web-appt__header is Visible
2025-04-14 06:50:23,615 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: .btn--primary is Clickable
2025-04-14 06:50:25,765 INFO  utils.LoggerHandler - Hovered Over the Element And Clicked the element with locator By.cssSelector: .btn--primary
2025-04-14 06:50:28,977 INFO  utils.LoggerHandler - Verified The Url
2025-04-14 06:50:29,070 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: (//a[@class='story-panel__button button'])[1]
2025-04-14 06:50:29,786 INFO  utils.LoggerHandler - Inputed Heart in Input Field
2025-04-14 06:50:30,046 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Locations by City...'] is Clickable
2025-04-14 06:50:30,165 INFO  utils.LoggerHandler - Clicked the Element with locator By.cssSelector: [value='Filter by Locations by City...']
2025-04-14 06:50:30,395 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //li[text()='East Cleveland, OH']
2025-04-14 06:50:30,693 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Institutes & Departments...'] is Visible
2025-04-14 06:50:30,742 INFO  utils.LoggerHandler - Wait till the Element By.cssSelector: [value='Filter by Institutes & Departments...'] is Clickable
2025-04-14 06:50:31,285 INFO  utils.LoggerHandler - Wait till the Element By.xpath: //a[@href='/webappointment?PhysicianFirstName=Michael&PhysicianLastName=Maier&PhysicianSuffix=DPM'] is Clickable
2025-04-14 06:50:31,561 INFO  utils.LoggerHandler - Clicked the Element with locator By.xpath: //a[@href='/webappointment?PhysicianFirstName=Michael&PhysicianLastName=Maier&PhysicianSuffix=DPM']
2025-04-14 06:50:31,600 INFO  utils.LoggerHandler - Driver Switched to new Window
